"","groupID","featureID","exonBaseMean","dispersion","stat","pvalue","padj","WT","KO","log2fold_KO_WT","countData.1_C1P_S1","countData.2_S1_S2","countData.3_F6_S3","countData.4_S2_S4","countData.5_F8P_S5","countData.6_S3_S6"
"Nup85:76","Nup85","76",1356.53413797038,0.000776129195334517,15.1554392873652,9.90126616776914e-05,0.0244536727545369,52.2929813793605,56.4500579141019,0.228823733055391,1296,1151,1232,1281,2356,1068
"Nup85:77","Nup85","77",2389.70115748372,0.000342588892757613,18.856101060221,1.40959518631685e-05,0.00636757474307506,69.2263282047482,73.3420750212164,0.177110370297738,2242,2136,2187,2288,4022,1870
"Nup85:89","Nup85","89",3667.96371901907,0.000212369593400938,12.6793754350673,0.000369711043763978,0.05865941200968,88.6297849934946,85.6055425234766,-0.109519692895057,3292,3601,3130,4056,5330,3068
"Nup85:95","Nup85","95",1403.89036430049,0.000715842791197088,16.1808600123724,5.75729011464876e-05,0.0168821472436353,53.1708532549504,57.3969690531673,0.229057041066659,1332,1202,1282,1324,2441,1097
"Nup85:96","Nup85","96",2389.70115748372,0.000342588892757613,18.856101060221,1.40959518631685e-05,0.00636757474307506,69.2263282047482,73.3420750212163,0.177110370297736,2242,2136,2187,2288,4022,1870
"Nup85:108","Nup85","108",3667.96371901907,0.000212369593400938,12.6793754350673,0.000369711043763978,0.05865941200968,88.6297849934946,85.6055425234766,-0.109519692895054,3292,3601,3130,4056,5330,3068
"Nup85:114","Nup85","114",1403.89036430049,0.000715842791197088,16.1808600123724,5.75729011464876e-05,0.0168821472436353,53.1708532549504,57.3969690531673,0.229057041066659,1332,1202,1282,1324,2441,1097
"Nup85:115","Nup85","115",2389.70115748372,0.000342588892757613,18.856101060221,1.40959518631685e-05,0.00636757474307506,69.2263282047482,73.3420750212162,0.177110370297735,2242,2136,2187,2288,4022,1870
"Nup85:127","Nup85","127",3667.96371901907,0.000212369593400938,12.6793754350673,0.000369711043763978,0.05865941200968,88.6297849934946,85.6055425234766,-0.109519692895054,3292,3601,3130,4056,5330,3068
"H3f3b:3","H3f3b","3",41994.9546677715,2.77245488838694e-05,11.3367709592063,0.000759873346459264,0.087506406629594,226.84379098686,227.674608886605,0.0166256991029101,39351,38226,41628,42761,61717,33510
"H3f3b:9","H3f3b","9",41994.9546677715,2.77245488838694e-05,11.3367709592063,0.000759873346459264,0.087506406629594,226.84379098686,227.674608886605,0.0166256991029101,39351,38226,41628,42761,61717,33510
"Fbf1:25","Fbf1","25",719.017847083125,0.000595496303273731,11.0115120713211,0.000905477504848261,0.0987752434255767,38.3207171145854,41.3521066520555,0.224019304918055,734,563,662,638,1293,560
"Fbf1:56","Fbf1","56",719.017847083125,0.000595496303273731,11.0115120713211,0.000905477504848261,0.0987752434255767,38.3207171145854,41.3521066520555,0.224019304918055,734,563,662,638,1293,560
"Fbf1:57","Fbf1","57",768.694977044996,0.000382042324482813,11.4448924443719,0.000716907826995311,0.0846833641815711,39.723297065019,42.6286728053407,0.20798253892827,754,646,730,637,1372,611
"Fbf1:86","Fbf1","86",719.017847083125,0.000595496303273731,11.0115120713211,0.000905477504848261,0.0987752434255767,38.3207171145854,41.3521066520555,0.224019304918055,734,563,662,638,1293,560
"Fbf1:87","Fbf1","87",768.694977044996,0.000382042324482813,11.4448924443719,0.000716907826995311,0.0846833641815711,39.723297065019,42.6286728053407,0.20798253892827,754,646,730,637,1372,611
"Fbf1:117","Fbf1","117",719.017847083125,0.000595496303273731,11.0115120713211,0.000905477504848261,0.0987752434255767,38.3207171145854,41.3521066520555,0.224019304918055,734,563,662,638,1293,560
"Fbf1:118","Fbf1","118",768.694977044996,0.000382042324482813,11.4448924443719,0.000716907826995311,0.0846833641815711,39.723297065019,42.6286728053407,0.20798253892827,754,646,730,637,1372,611
"Fbf1:147","Fbf1","147",719.017847083125,0.000595496303273731,11.0115120713211,0.000905477504848261,0.0987752434255767,38.3207171145854,41.3521066520555,0.224019304918055,734,563,662,638,1293,560
"Fbf1:148","Fbf1","148",768.694977044996,0.000382042324482813,11.4448924443719,0.000716907826995311,0.0846833641815711,39.723297065019,42.6286728053407,0.20798253892827,754,646,730,637,1372,611
"Fbf1:178","Fbf1","178",719.017847083125,0.000595496303273731,11.0115120713211,0.000905477504848261,0.0987752434255767,38.3207171145854,41.3521066520555,0.224019304918055,734,563,662,638,1293,560
"Fbf1:179","Fbf1","179",768.694977044996,0.000382042324482813,11.4448924443719,0.000716907826995311,0.0846833641815711,39.723297065019,42.6286728053407,0.20798253892827,754,646,730,637,1372,611
"Fbf1:209","Fbf1","209",719.017847083125,0.000595496303273731,11.0115120713211,0.000905477504848261,0.0987752434255767,38.3207171145854,41.3521066520555,0.224019304918055,734,563,662,638,1293,560
"Fbf1:210","Fbf1","210",768.694977044996,0.000382042324482813,11.4448924443719,0.000716907826995311,0.0846833641815711,39.723297065019,42.6286728053407,0.20798253892827,754,646,730,637,1372,611
"Fbf1:240","Fbf1","240",719.017847083125,0.000595496303273731,11.0115120713211,0.000905477504848261,0.0987752434255767,38.3207171145854,41.3521066520555,0.224019304918055,734,563,662,638,1293,560
"Fbf1:241","Fbf1","241",768.694977044996,0.000382042324482813,11.4448924443719,0.000716907826995311,0.0846833641815711,39.723297065019,42.6286728053407,0.20798253892827,754,646,730,637,1372,611
"Fbf1:271","Fbf1","271",719.017847083125,0.000595496303273731,11.0115120713211,0.000905477504848261,0.0987752434255767,38.3207171145854,41.3521066520555,0.224019304918055,734,563,662,638,1293,560
"Fbf1:272","Fbf1","272",768.694977044996,0.000382042324482813,11.4448924443719,0.000716907826995311,0.0846833641815711,39.723297065019,42.6286728053407,0.20798253892827,754,646,730,637,1372,611
"Fbf1:300","Fbf1","300",719.017847083125,0.000595496303273731,11.0115120713211,0.000905477504848261,0.0987752434255767,38.3207171145854,41.3521066520555,0.224019304918055,734,563,662,638,1293,560
"Fbf1:301","Fbf1","301",768.694977044996,0.000382042324482813,11.4448924443719,0.000716907826995311,0.0846833641815711,39.723297065019,42.6286728053407,0.20798253892827,754,646,730,637,1372,611
"Fbf1:329","Fbf1","329",719.017847083125,0.000595496303273731,11.0115120713211,0.000905477504848261,0.0987752434255767,38.3207171145854,41.3521066520555,0.224019304918055,734,563,662,638,1293,560
"Fbf1:330","Fbf1","330",768.694977044996,0.000382042324482813,11.4448924443719,0.000716907826995311,0.0846833641815711,39.723297065019,42.6286728053407,0.20798253892827,754,646,730,637,1372,611
"Fbf1:360","Fbf1","360",719.017847083125,0.000595496303273731,11.0115120713211,0.000905477504848261,0.0987752434255767,38.3207171145854,41.3521066520555,0.224019304918055,734,563,662,638,1293,560
"Fbf1:361","Fbf1","361",768.694977044996,0.000382042324482813,11.4448924443719,0.000716907826995311,0.0846833641815711,39.723297065019,42.6286728053407,0.20798253892827,754,646,730,637,1372,611
"Fbf1:389","Fbf1","389",719.017847083125,0.000595496303273731,11.0115120713211,0.000905477504848261,0.0987752434255767,38.3207171145854,41.3521066520555,0.224019304918055,734,563,662,638,1293,560
"Fbf1:390","Fbf1","390",768.694977044996,0.000382042324482813,11.4448924443719,0.000716907826995311,0.0846833641815711,39.723297065019,42.6286728053407,0.20798253892827,754,646,730,637,1372,611
"Fbf1:419","Fbf1","419",719.017847083125,0.000595496303273731,11.0115120713211,0.000905477504848261,0.0987752434255767,38.3207171145854,41.3521066520555,0.224019304918055,734,563,662,638,1293,560
"Fbf1:420","Fbf1","420",768.694977044996,0.000382042324482813,11.4448924443719,0.000716907826995311,0.0846833641815711,39.723297065019,42.6286728053407,0.20798253892827,754,646,730,637,1372,611
"Fbf1:450","Fbf1","450",719.017847083125,0.000595496303273731,11.0115120713211,0.000905477504848261,0.0987752434255767,38.3207171145854,41.3521066520555,0.224019304918055,734,563,662,638,1293,560
"Fbf1:451","Fbf1","451",768.694977044996,0.000382042324482813,11.4448924443719,0.000716907826995311,0.0846833641815711,39.723297065019,42.6286728053407,0.20798253892827,754,646,730,637,1372,611
"Fbf1:482","Fbf1","482",719.017847083125,0.000595496303273731,11.0115120713211,0.000905477504848261,0.0987752434255767,38.3207171145854,41.3521066520555,0.224019304918055,734,563,662,638,1293,560
"Fbf1:483","Fbf1","483",768.694977044996,0.000382042324482813,11.4448924443719,0.000716907826995311,0.0846833641815711,39.723297065019,42.6286728053407,0.20798253892827,754,646,730,637,1372,611
"Fbf1:513","Fbf1","513",719.017847083125,0.000595496303273731,11.0115120713211,0.000905477504848261,0.0987752434255767,38.3207171145854,41.3521066520555,0.224019304918055,734,563,662,638,1293,560
"Fbf1:514","Fbf1","514",768.694977044996,0.000382042324482813,11.4448924443719,0.000716907826995311,0.0846833641815711,39.723297065019,42.6286728053407,0.20798253892827,754,646,730,637,1372,611
"Fbf1:543","Fbf1","543",719.017847083125,0.000595496303273731,11.0115120713211,0.000905477504848261,0.0987752434255767,38.3207171145854,41.3521066520555,0.224019304918055,734,563,662,638,1293,560
"Fbf1:544","Fbf1","544",768.694977044996,0.000382042324482813,11.4448924443719,0.000716907826995311,0.0846833641815711,39.723297065019,42.6286728053407,0.20798253892827,754,646,730,637,1372,611
"Fbf1:575","Fbf1","575",719.017847083125,0.000595496303273731,11.0115120713211,0.000905477504848261,0.0987752434255767,38.3207171145854,41.3521066520555,0.224019304918055,734,563,662,638,1293,560
"Fbf1:576","Fbf1","576",768.694977044996,0.000382042324482813,11.4448924443719,0.000716907826995311,0.0846833641815711,39.723297065019,42.6286728053407,0.20798253892827,754,646,730,637,1372,611
"Fbf1:606","Fbf1","606",719.017847083125,0.000595496303273731,11.0115120713211,0.000905477504848261,0.0987752434255767,38.3207171145854,41.3521066520555,0.224019304918055,734,563,662,638,1293,560
"Fbf1:607","Fbf1","607",768.694977044996,0.000382042324482813,11.4448924443719,0.000716907826995311,0.0846833641815711,39.723297065019,42.6286728053407,0.20798253892827,754,646,730,637,1372,611
"Fbf1:637","Fbf1","637",719.017847083125,0.000595496303273731,11.0115120713211,0.000905477504848261,0.0987752434255767,38.3207171145854,41.3521066520555,0.224019304918055,734,563,662,638,1293,560
"Fbf1:638","Fbf1","638",768.694977044996,0.000382042324482813,11.4448924443719,0.000716907826995311,0.0846833641815711,39.723297065019,42.6286728053407,0.20798253892827,754,646,730,637,1372,611
"Fbf1:668","Fbf1","668",719.017847083125,0.000595496303273731,11.0115120713211,0.000905477504848261,0.0987752434255767,38.3207171145854,41.3521066520555,0.224019304918055,734,563,662,638,1293,560
"Fbf1:669","Fbf1","669",768.694977044996,0.000382042324482813,11.4448924443719,0.000716907826995311,0.0846833641815711,39.723297065019,42.6286728053407,0.20798253892827,754,646,730,637,1372,611
"Fbf1:698","Fbf1","698",719.017847083125,0.000595496303273731,11.0115120713211,0.000905477504848261,0.0987752434255767,38.3207171145854,41.3521066520555,0.224019304918055,734,563,662,638,1293,560
"Fbf1:699","Fbf1","699",768.694977044996,0.000382042324482813,11.4448924443719,0.000716907826995311,0.0846833641815711,39.723297065019,42.6286728053407,0.20798253892827,754,646,730,637,1372,611
"Gm26730:1","Gm26730","1",7.77629439173907,0.143394095039624,11.0627253271178,0.000880805807471678,0.0968580802124965,5.21409035493718,2.36989219854524,-2.27557803733784,0,27,7,5,0,6
"Mxra7:4","Mxra7","4",1415.70177772185,0.000768524907523759,15.1605603521961,9.87444784041955e-05,0.0244195832640207,53.5819379014718,57.5339862679162,0.213209376725116,1372,1449,1200,1442,1846,1296
"Mxra7:13","Mxra7","13",1339.74632149777,0.00117043277261746,11.6200349302326,0.000652451758619479,0.0810947285249317,52.1303437228171,56.0479278487292,0.216677363951947,1308,1364,1146,1348,1729,1241
"Mxra7:22","Mxra7","22",1339.74632149777,0.00117043277261746,11.6200349302326,0.000652451758619479,0.0810947285249317,52.1303437228171,56.0479278487292,0.216677363951947,1308,1364,1146,1348,1729,1241
"Jmjd6:5","Jmjd6","5",3229.32402731576,0.000134956106065884,15.7509697388607,7.22508926341745e-05,0.0200363876418589,83.6238078221668,80.83856655001,-0.105879945764253,2905,3168,2519,3566,4770,2866
"Jmjd6:12","Jmjd6","12",3229.32402731576,0.000134956106065884,15.7509697388607,7.22508926341745e-05,0.0200363876418589,83.6238078221668,80.83856655001,-0.105879945764253,2905,3168,2519,3566,4770,2866
"Jmjd6:19","Jmjd6","19",3229.32402731576,0.000134956106065884,15.7509697388607,7.22508926341745e-05,0.0200363876418589,83.6238078221668,80.83856655001,-0.105879945764253,2905,3168,2519,3566,4770,2866
"Jmjd6:26","Jmjd6","26",3229.32402731576,0.000134956106065884,15.7509697388607,7.22508926341745e-05,0.0200363876418589,83.6238078221668,80.83856655001,-0.105879945764256,2905,3168,2519,3566,4770,2866
"Jmjd6:37","Jmjd6","37",3229.32402731576,0.000134956106065884,15.7509697388607,7.22508926341745e-05,0.0200363876418589,83.6238078221668,80.83856655001,-0.105879945764253,2905,3168,2519,3566,4770,2866
"Jmjd6:44","Jmjd6","44",3229.32402731576,0.000134956106065884,15.7509697388607,7.22508926341745e-05,0.0200363876418589,83.6238078221668,80.83856655001,-0.105879945764256,2905,3168,2519,3566,4770,2866
"Jmjd6:51","Jmjd6","51",3229.32402731576,0.000134956106065884,15.7509697388607,7.22508926341745e-05,0.0200363876418589,83.6238078221668,80.83856655001,-0.105879945764256,2905,3168,2519,3566,4770,2866
"Jmjd6:57","Jmjd6","57",3229.32402731576,0.000134956106065884,15.7509697388607,7.22508926341745e-05,0.0200363876418589,83.6238078221668,80.83856655001,-0.105879945764253,2905,3168,2519,3566,4770,2866
"Srsf2:7","Srsf2","7",1299.6715385326,0.00480863517854516,16.3308553541883,5.31907868391271e-05,0.0160988005043145,48.78764165004,57.574606462377,0.494601985877232,1310,1100,1220,1089,2270,1032
"Srsf2:12","Srsf2","12",1299.6715385326,0.00480863517854516,16.3308553541883,5.31907868391271e-05,0.0160988005043145,48.78764165004,57.574606462377,0.494601985877232,1310,1100,1220,1089,2270,1032
"Srsf2:15","Srsf2","15",23287.7347593887,0.000158726686731778,11.1259684036311,0.000851274194430954,0.0942702764597963,184.756910492504,187.919981228658,0.0686312134358857,20916,22817,21901,24608,31221,20415
"Septin9:3","Septin9","3",5146.38918629422,0.000438278173385353,11.2695771638328,0.000787876728668839,0.0897332128551178,99.396773118198,103.245815316553,0.123368603138362,4902,4983,4746,5528,6930,4300
"Septin9:14","Septin9","14",5146.38918629422,0.000438278173385353,11.2695771638328,0.000787876728668839,0.0897332128551178,99.3967731181979,103.245815316553,0.123368603138367,4902,4983,4746,5528,6930,4300
"Septin9:24","Septin9","24",889.726890396481,0.00284430039355853,16.8988183633474,3.94261184101873e-05,0.0132564199623319,41.3693156047575,47.2155858159177,0.390716135219826,1000,743,885,915,1226,665
"Septin9:25","Septin9","25",5146.38918629422,0.000438278173385353,11.2695771638328,0.000787876728668839,0.0897332128551178,99.3967731181979,103.245815316553,0.123368603138367,4902,4983,4746,5528,6930,4300
"Septin9:35","Septin9","35",111.586813671831,0.0203086742479276,11.6659632260626,0.000636539778321093,0.0794677945517548,13.2438244068981,18.255987342268,0.928950792469378,171,87,89,90,198,57
"Gm11734:2","Gm11734","2",165.105210131231,0.00176551403479123,13.629125367748,0.000222703601166983,0.0422125507628368,20.6293583802902,17.9243610489547,-0.407437144005162,149,170,154,184,180,159
"Gm11734:6","Gm11734","6",72.143227622113,0.00585415596275683,17.2461070709629,3.28369674171675e-05,0.0118363687479089,10.7263579118711,14.158664536134,0.802592521308723,107,43,97,47,95,48
"Gm11734:9","Gm11734","9",165.105210131231,0.00176551403479123,13.629125367748,0.000222703601166983,0.0422125507628368,20.6293583802902,17.9243610489547,-0.407437144005163,149,170,154,184,180,159
"Gm11734:12","Gm11734","12",72.143227622113,0.00585415596275683,17.2461070709629,3.28369674171675e-05,0.0118363687479089,10.7263579118711,14.158664536134,0.802592521308723,107,43,97,47,95,48
"Gm11734:14","Gm11734","14",356.567639378074,0.00125500345979442,12.8970825696379,0.000329094708318218,0.0548270225521721,29.6008469924277,26.8758178998009,-0.281434889569525,340,321,352,396,398,345
"Gm11734:19","Gm11734","19",72.143227622113,0.00585415596275683,17.2461070709629,3.28369674171675e-05,0.0118363687479089,10.7263579118711,14.158664536134,0.802592521308723,107,43,97,47,95,48
"Gm11734:21","Gm11734","21",356.567639378074,0.00125500345979442,12.8970825696379,0.000329094708318218,0.0548270225521721,29.6008469924277,26.8758178998009,-0.281434889569526,340,321,352,396,398,345
