"","groupID","featureID","exonBaseMean","dispersion","stat","pvalue","padj","WT","KO","log2fold_KO_WT","countData.1_C1P_S1","countData.2_S1_S2","countData.3_F6_S3","countData.4_S2_S4","countData.5_F8P_S5","countData.6_S3_S6"
"Rnf149:11","Rnf149","11",9670.32652150085,0.000337166532828639,25.7272013138041,3.93245121679217e-07,0.00041137672088039,129.709329770951,135.911946927485,0.163311720181719,8753,10291,9130,10309,12475,7915
"Map4k4:13","Map4k4","13",10208.170114124,0.000639483840525037,16.5041114230152,4.85446943722884e-05,0.0149965404873523,132.221734637428,139.208947146864,0.181369605599853,9347,9717,9944,10103,15185,8237
"Map4k4:33","Map4k4","33",30477.1430456016,4.9390933598406e-05,20.2568542184565,6.77104418515348e-06,0.00389088946544241,NA,NA,NA,25740,30005,28870,33690,39745,27445
"Map4k4:46","Map4k4","46",10208.170114124,0.000639483840525037,16.5041114230152,4.85446943722884e-05,0.0149965404873523,132.221734637428,139.208947146864,0.181369605599853,9347,9717,9944,10103,15185,8237
"Map4k4:65","Map4k4","65",30477.1430456016,4.9390933598406e-05,20.2568542184565,6.77104418515348e-06,0.00389088946544241,NA,NA,NA,25740,30005,28870,33690,39745,27445
"Map4k4:78","Map4k4","78",10208.170114124,0.000639483840525037,16.5041114230152,4.85446943722884e-05,0.0149965404873523,132.221734637428,139.208947146864,0.181369605599853,9347,9717,9944,10103,15185,8237
"Map4k4:98","Map4k4","98",30477.1430456016,4.9390933598406e-05,20.2568542184565,6.77104418515348e-06,0.00389088946544241,NA,NA,NA,25740,30005,28870,33690,39745,27445
"Map4k4:111","Map4k4","111",10208.170114124,0.000639483840525037,16.5041114230152,4.85446943722884e-05,0.0149965404873523,132.221734637428,139.208947146864,0.181369605599853,9347,9717,9944,10103,15185,8237
"Map4k4:130","Map4k4","130",30477.1430456016,4.9390933598406e-05,20.2568542184565,6.77104418515348e-06,0.00389088946544241,NA,NA,NA,25740,30005,28870,33690,39745,27445
"Map4k4:143","Map4k4","143",10208.170114124,0.000639483840525037,16.5041114230152,4.85446943722884e-05,0.0149965404873523,132.221734637428,139.208947146864,0.181369605599853,9347,9717,9944,10103,15185,8237
"Map4k4:162","Map4k4","162",30477.1430456016,4.9390933598406e-05,20.2568542184565,6.77104418515348e-06,0.00389088946544241,NA,NA,NA,25740,30005,28870,33690,39745,27445
"Map4k4:175","Map4k4","175",10208.170114124,0.000639483840525037,16.5041114230152,4.85446943722884e-05,0.0149965404873523,132.221734637428,139.208947146864,0.181369605599853,9347,9717,9944,10103,15185,8237
"Map4k4:193","Map4k4","193",30477.1430456016,4.9390933598406e-05,20.2568542184565,6.77104418515348e-06,0.00389088946544241,NA,NA,NA,25740,30005,28870,33690,39745,27445
"Map4k4:206","Map4k4","206",10208.170114124,0.000639483840525037,16.5041114230152,4.85446943722884e-05,0.0149965404873523,132.221734637428,139.208947146864,0.181369605599853,9347,9717,9944,10103,15185,8237
"Map4k4:226","Map4k4","226",30477.1430456016,4.9390933598406e-05,20.2568542184565,6.77104418515348e-06,0.00389088946544241,NA,NA,NA,25740,30005,28870,33690,39745,27445
"Map4k4:239","Map4k4","239",10208.170114124,0.000639483840525037,16.5041114230152,4.85446943722884e-05,0.0149965404873523,132.221734637428,139.208947146864,0.181369605599853,9347,9717,9944,10103,15185,8237
"Map4k4:259","Map4k4","259",30477.1430456016,4.9390933598406e-05,20.2568542184565,6.77104418515348e-06,0.00389088946544241,NA,NA,NA,25740,30005,28870,33690,39745,27445
"Map4k4:272","Map4k4","272",10208.170114124,0.000639483840525037,16.5041114230152,4.85446943722884e-05,0.0149965404873523,132.221734637428,139.208947146864,0.181369605599853,9347,9717,9944,10103,15185,8237
"Map4k4:292","Map4k4","292",30477.1430456016,4.9390933598406e-05,20.2568542184565,6.77104418515348e-06,0.00389088946544241,NA,NA,NA,25740,30005,28870,33690,39745,27445
"Map4k4:305","Map4k4","305",10208.170114124,0.000639483840525037,16.5041114230152,4.85446943722884e-05,0.0149965404873523,132.221734637428,139.208947146864,0.181369605599853,9347,9717,9944,10103,15185,8237
"Map4k4:324","Map4k4","324",30477.1430456016,4.9390933598406e-05,20.2568542184565,6.77104418515348e-06,0.00389088946544241,NA,NA,NA,25740,30005,28870,33690,39745,27445
"Map4k4:337","Map4k4","337",10208.170114124,0.000639483840525037,16.5041114230152,4.85446943722884e-05,0.0149965404873523,132.221734637428,139.208947146864,0.181369605599853,9347,9717,9944,10103,15185,8237
"Map4k4:355","Map4k4","355",30477.1430456016,4.9390933598406e-05,20.2568542184565,6.77104418515348e-06,0.00389088946544241,NA,NA,NA,25740,30005,28870,33690,39745,27445
"Map4k4:368","Map4k4","368",10208.170114124,0.000639483840525037,16.5041114230152,4.85446943722884e-05,0.0149965404873523,132.221734637428,139.208947146864,0.181369605599853,9347,9717,9944,10103,15185,8237
"Map4k4:386","Map4k4","386",30477.1430456016,4.9390933598406e-05,20.2568542184565,6.77104418515348e-06,0.00389088946544241,NA,NA,NA,25740,30005,28870,33690,39745,27445
"Map4k4:399","Map4k4","399",10208.170114124,0.000639483840525037,16.5041114230152,4.85446943722884e-05,0.0149965404873523,132.221734637428,139.208947146864,0.181369605599853,9347,9717,9944,10103,15185,8237
"Map4k4:418","Map4k4","418",30477.1430456016,4.9390933598406e-05,20.2568542184565,6.77104418515348e-06,0.00389088946544241,NA,NA,NA,25740,30005,28870,33690,39745,27445
"Map4k4:431","Map4k4","431",10208.170114124,0.000639483840525037,16.5041114230152,4.85446943722884e-05,0.0149965404873523,132.221734637428,139.208947146864,0.181369605599853,9347,9717,9944,10103,15185,8237
"Map4k4:450","Map4k4","450",30477.1430456016,4.9390933598406e-05,20.2568542184565,6.77104418515348e-06,0.00389088946544241,NA,NA,NA,25740,30005,28870,33690,39745,27445
"Map4k4:463","Map4k4","463",10208.170114124,0.000639483840525037,16.5041114230152,4.85446943722884e-05,0.0149965404873523,132.221734637428,139.208947146864,0.181369605599853,9347,9717,9944,10103,15185,8237
"Map4k4:481","Map4k4","481",30477.1430456016,4.9390933598406e-05,20.2568542184565,6.77104418515348e-06,0.00389088946544241,NA,NA,NA,25740,30005,28870,33690,39745,27445
"Map4k4:494","Map4k4","494",10208.170114124,0.000639483840525037,16.5041114230152,4.85446943722884e-05,0.0149965404873523,132.221734637428,139.208947146864,0.181369605599853,9347,9717,9944,10103,15185,8237
"Map4k4:513","Map4k4","513",30477.1430456016,4.9390933598406e-05,20.2568542184565,6.77104418515348e-06,0.00389088946544241,NA,NA,NA,25740,30005,28870,33690,39745,27445
"Map4k4:526","Map4k4","526",10208.170114124,0.000639483840525037,16.5041114230152,4.85446943722884e-05,0.0149965404873523,132.221734637428,139.208947146864,0.181369605599853,9347,9717,9944,10103,15185,8237
"Map4k4:544","Map4k4","544",30477.1430456016,4.9390933598406e-05,20.2568542184565,6.77104418515348e-06,0.00389088946544241,NA,NA,NA,25740,30005,28870,33690,39745,27445
"Map4k4:557","Map4k4","557",10208.170114124,0.000639483840525037,16.5041114230152,4.85446943722884e-05,0.0149965404873523,132.221734637428,139.208947146864,0.181369605599853,9347,9717,9944,10103,15185,8237
"Map4k4:576","Map4k4","576",30477.1430456016,4.9390933598406e-05,20.2568542184565,6.77104418515348e-06,0.00389088946544241,NA,NA,NA,25740,30005,28870,33690,39745,27445
"Map4k4:589","Map4k4","589",10208.170114124,0.000639483840525037,16.5041114230152,4.85446943722884e-05,0.0149965404873523,132.221734637428,139.208947146864,0.181369605599853,9347,9717,9944,10103,15185,8237
"Map4k4:607","Map4k4","607",30477.1430456016,4.9390933598406e-05,20.2568542184565,6.77104418515348e-06,0.00389088946544241,NA,NA,NA,25740,30005,28870,33690,39745,27445
"Map4k4:620","Map4k4","620",10208.170114124,0.000639483840525037,16.5041114230152,4.85446943722884e-05,0.0149965404873523,132.221734637428,139.208947146864,0.181369605599853,9347,9717,9944,10103,15185,8237
"Map4k4:639","Map4k4","639",30477.1430456016,4.9390933598406e-05,20.2568542184565,6.77104418515348e-06,0.00389088946544241,NA,NA,NA,25740,30005,28870,33690,39745,27445
"Map4k4:652","Map4k4","652",10208.170114124,0.000639483840525037,16.5041114230152,4.85446943722884e-05,0.0149965404873523,132.221734637428,139.208947146864,0.181369605599853,9347,9717,9944,10103,15185,8237
"Map4k4:670","Map4k4","670",30477.1430456016,4.9390933598406e-05,20.2568542184565,6.77104418515348e-06,0.00389088946544241,NA,NA,NA,25740,30005,28870,33690,39745,27445
"Map4k4:683","Map4k4","683",10208.170114124,0.000639483840525037,16.5041114230152,4.85446943722884e-05,0.0149965404873523,132.221734637428,139.208947146864,0.181369605599853,9347,9717,9944,10103,15185,8237
"Map4k4:701","Map4k4","701",30477.1430456016,4.9390933598406e-05,20.2568542184565,6.77104418515348e-06,0.00389088946544241,NA,NA,NA,25740,30005,28870,33690,39745,27445
"Map4k4:714","Map4k4","714",10208.170114124,0.000639483840525037,16.5041114230152,4.85446943722884e-05,0.0149965404873523,132.221734637428,139.208947146864,0.181369605599853,9347,9717,9944,10103,15185,8237
"Map4k4:731","Map4k4","731",30477.1430456016,4.9390933598406e-05,20.2568542184565,6.77104418515348e-06,0.00389088946544241,NA,NA,NA,25740,30005,28870,33690,39745,27445
"Map4k4:744","Map4k4","744",10208.170114124,0.000639483840525037,16.5041114230152,4.85446943722884e-05,0.0149965404873523,132.221734637428,139.208947146864,0.181369605599853,9347,9717,9944,10103,15185,8237
"Map4k4:761","Map4k4","761",30477.1430456016,4.9390933598406e-05,20.2568542184565,6.77104418515348e-06,0.00389088946544241,NA,NA,NA,25740,30005,28870,33690,39745,27445
"Map4k4:774","Map4k4","774",10208.170114124,0.000639483840525037,16.5041114230152,4.85446943722884e-05,0.0149965404873523,132.221734637428,139.208947146864,0.181369605599853,9347,9717,9944,10103,15185,8237
"Map4k4:790","Map4k4","790",30477.1430456016,4.9390933598406e-05,20.2568542184565,6.77104418515348e-06,0.00389088946544241,NA,NA,NA,25740,30005,28870,33690,39745,27445
"Map4k4:803","Map4k4","803",10208.170114124,0.000639483840525037,16.5041114230152,4.85446943722884e-05,0.0149965404873523,132.221734637428,139.208947146864,0.181369605599853,9347,9717,9944,10103,15185,8237
"Map4k4:821","Map4k4","821",30477.1430456016,4.9390933598406e-05,20.2568542184565,6.77104418515348e-06,0.00389088946544241,NA,NA,NA,25740,30005,28870,33690,39745,27445
"Map4k4:834","Map4k4","834",10208.170114124,0.000639483840525037,16.5041114230152,4.85446943722884e-05,0.0149965404873523,132.221734637428,139.208947146864,0.181369605599853,9347,9717,9944,10103,15185,8237
"Map4k4:851","Map4k4","851",30477.1430456016,4.9390933598406e-05,20.2568542184565,6.77104418515348e-06,0.00389088946544241,NA,NA,NA,25740,30005,28870,33690,39745,27445
"Map4k4:864","Map4k4","864",10208.170114124,0.000639483840525037,16.5041114230152,4.85446943722884e-05,0.0149965404873523,132.221734637428,139.208947146864,0.181369605599853,9347,9717,9944,10103,15185,8237
"Map4k4:881","Map4k4","881",30477.1430456016,4.9390933598406e-05,20.2568542184565,6.77104418515348e-06,0.00389088946544241,NA,NA,NA,25740,30005,28870,33690,39745,27445
"Map4k4:894","Map4k4","894",10208.170114124,0.000639483840525037,16.5041114230152,4.85446943722884e-05,0.0149965404873523,132.221734637428,139.208947146864,0.181369605599853,9347,9717,9944,10103,15185,8237
"Map4k4:914","Map4k4","914",30477.1430456016,4.9390933598406e-05,20.2568542184565,6.77104418515348e-06,0.00389088946544241,NA,NA,NA,25740,30005,28870,33690,39745,27445
"Map4k4:927","Map4k4","927",10208.170114124,0.000639483840525037,16.5041114230152,4.85446943722884e-05,0.0149965404873523,132.221734637428,139.208947146864,0.181369605599853,9347,9717,9944,10103,15185,8237
"Map4k4:946","Map4k4","946",30477.1430456016,4.9390933598406e-05,20.2568542184565,6.77104418515348e-06,0.00389088946544241,NA,NA,NA,25740,30005,28870,33690,39745,27445
"Map4k4:959","Map4k4","959",10208.170114124,0.000639483840525037,16.5041114230152,4.85446943722884e-05,0.0149965404873523,132.221734637428,139.208947146864,0.181369605599853,9347,9717,9944,10103,15185,8237
"Map4k4:977","Map4k4","977",30477.1430456016,4.9390933598406e-05,20.2568542184565,6.77104418515348e-06,0.00389088946544241,NA,NA,NA,25740,30005,28870,33690,39745,27445
"Map4k4:990","Map4k4","990",10208.170114124,0.000639483840525037,16.5041114230152,4.85446943722884e-05,0.0149965404873523,132.221734637428,139.208947146864,0.181369605599853,9347,9717,9944,10103,15185,8237
"Map4k4:1010","Map4k4","1010",30477.1430456016,4.9390933598406e-05,20.2568542184565,6.77104418515348e-06,0.00389088946544241,NA,NA,NA,25740,30005,28870,33690,39745,27445
"Map4k4:1023","Map4k4","1023",10208.170114124,0.000639483840525037,16.5041114230152,4.85446943722884e-05,0.0149965404873523,132.221734637428,139.208947146864,0.181369605599853,9347,9717,9944,10103,15185,8237
"Map4k4:1043","Map4k4","1043",30477.1430456016,4.9390933598406e-05,20.2568542184565,6.77104418515348e-06,0.00389088946544241,NA,NA,NA,25740,30005,28870,33690,39745,27445
"Map4k4:1056","Map4k4","1056",10208.170114124,0.000639483840525037,16.5041114230152,4.85446943722884e-05,0.0149965404873523,132.221734637428,139.208947146864,0.181369605599853,9347,9717,9944,10103,15185,8237
"Map4k4:1075","Map4k4","1075",30477.1430456016,4.9390933598406e-05,20.2568542184565,6.77104418515348e-06,0.00389088946544241,NA,NA,NA,25740,30005,28870,33690,39745,27445
"Map4k4:1088","Map4k4","1088",10208.170114124,0.000639483840525037,16.5041114230152,4.85446943722884e-05,0.0149965404873523,132.221734637428,139.208947146864,0.181369605599853,9347,9717,9944,10103,15185,8237
"Map4k4:1106","Map4k4","1106",30477.1430456016,4.9390933598406e-05,20.2568542184565,6.77104418515348e-06,0.00389088946544241,NA,NA,NA,25740,30005,28870,33690,39745,27445
"Map4k4:1119","Map4k4","1119",10208.170114124,0.000639483840525037,16.5041114230152,4.85446943722884e-05,0.0149965404873523,132.221734637428,139.208947146864,0.181369605599853,9347,9717,9944,10103,15185,8237
"Map4k4:1137","Map4k4","1137",30477.1430456016,4.9390933598406e-05,20.2568542184565,6.77104418515348e-06,0.00389088946544241,NA,NA,NA,25740,30005,28870,33690,39745,27445
"Map4k4:1150","Map4k4","1150",10208.170114124,0.000639483840525037,16.5041114230152,4.85446943722884e-05,0.0149965404873523,132.221734637428,139.208947146864,0.181369605599853,9347,9717,9944,10103,15185,8237
"Map4k4:1169","Map4k4","1169",30477.1430456016,4.9390933598406e-05,20.2568542184565,6.77104418515348e-06,0.00389088946544241,NA,NA,NA,25740,30005,28870,33690,39745,27445
"Map4k4:1182","Map4k4","1182",10208.170114124,0.000639483840525037,16.5041114230152,4.85446943722884e-05,0.0149965404873523,132.221734637428,139.208947146864,0.181369605599853,9347,9717,9944,10103,15185,8237
"Map4k4:1200","Map4k4","1200",30477.1430456016,4.9390933598406e-05,20.2568542184565,6.77104418515348e-06,0.00389088946544241,NA,NA,NA,25740,30005,28870,33690,39745,27445
"Map4k4:1213","Map4k4","1213",10208.170114124,0.000639483840525037,16.5041114230152,4.85446943722884e-05,0.0149965404873523,132.221734637428,139.208947146864,0.181369605599853,9347,9717,9944,10103,15185,8237
"Map4k4:1230","Map4k4","1230",30477.1430456016,4.9390933598406e-05,20.2568542184565,6.77104418515348e-06,0.00389088946544241,NA,NA,NA,25740,30005,28870,33690,39745,27445
"Map4k4:1243","Map4k4","1243",10208.170114124,0.000639483840525037,16.5041114230152,4.85446943722884e-05,0.0149965404873523,132.221734637428,139.208947146864,0.181369605599853,9347,9717,9944,10103,15185,8237
"Map4k4:1262","Map4k4","1262",30477.1430456016,4.9390933598406e-05,20.2568542184565,6.77104418515348e-06,0.00389088946544241,NA,NA,NA,25740,30005,28870,33690,39745,27445
"Map4k4:1275","Map4k4","1275",10208.170114124,0.000639483840525037,16.5041114230152,4.85446943722884e-05,0.0149965404873523,132.221734637428,139.208947146864,0.181369605599853,9347,9717,9944,10103,15185,8237
"Map4k4:1293","Map4k4","1293",30477.1430456016,4.9390933598406e-05,20.2568542184565,6.77104418515348e-06,0.00389088946544241,NA,NA,NA,25740,30005,28870,33690,39745,27445
"Map4k4:1306","Map4k4","1306",10208.170114124,0.000639483840525037,16.5041114230152,4.85446943722884e-05,0.0149965404873523,132.221734637428,139.208947146864,0.181369605599853,9347,9717,9944,10103,15185,8237
"Map4k4:1324","Map4k4","1324",30477.1430456016,4.9390933598406e-05,20.2568542184565,6.77104418515348e-06,0.00389088946544241,NA,NA,NA,25740,30005,28870,33690,39745,27445
"Map4k4:1337","Map4k4","1337",10208.170114124,0.000639483840525037,16.5041114230152,4.85446943722884e-05,0.0149965404873523,132.221734637428,139.208947146864,0.181369605599853,9347,9717,9944,10103,15185,8237
"Map4k4:1354","Map4k4","1354",30477.1430456016,4.9390933598406e-05,20.2568542184565,6.77104418515348e-06,0.00389088946544241,NA,NA,NA,25740,30005,28870,33690,39745,27445
"Map4k4:1367","Map4k4","1367",10208.170114124,0.000639483840525037,16.5041114230152,4.85446943722884e-05,0.0149965404873523,132.221734637428,139.208947146864,0.181369605599853,9347,9717,9944,10103,15185,8237
"Map4k4:1384","Map4k4","1384",30477.1430456016,4.9390933598406e-05,20.2568542184565,6.77104418515348e-06,0.00389088946544241,NA,NA,NA,25740,30005,28870,33690,39745,27445
"Map4k4:1397","Map4k4","1397",10208.170114124,0.000639483840525037,16.5041114230152,4.85446943722884e-05,0.0149965404873523,132.221734637428,139.208947146864,0.181369605599853,9347,9717,9944,10103,15185,8237
"Map4k4:1413","Map4k4","1413",30477.1430456016,4.9390933598406e-05,20.2568542184565,6.77104418515348e-06,0.00389088946544241,NA,NA,NA,25740,30005,28870,33690,39745,27445
"Map4k4:1426","Map4k4","1426",10208.170114124,0.000639483840525037,16.5041114230152,4.85446943722884e-05,0.0149965404873523,132.221734637428,139.208947146864,0.181369605599853,9347,9717,9944,10103,15185,8237
"Map4k4:1444","Map4k4","1444",30477.1430456016,4.9390933598406e-05,20.2568542184565,6.77104418515348e-06,0.00389088946544241,NA,NA,NA,25740,30005,28870,33690,39745,27445
"Map4k4:1457","Map4k4","1457",10208.170114124,0.000639483840525037,16.5041114230152,4.85446943722884e-05,0.0149965404873523,132.221734637428,139.208947146864,0.181369605599853,9347,9717,9944,10103,15185,8237
"Map4k4:1474","Map4k4","1474",30477.1430456016,4.9390933598406e-05,20.2568542184565,6.77104418515348e-06,0.00389088946544241,NA,NA,NA,25740,30005,28870,33690,39745,27445
"Map4k4:1487","Map4k4","1487",10208.170114124,0.000639483840525037,16.5041114230152,4.85446943722884e-05,0.0149965404873523,132.221734637428,139.208947146864,0.181369605599853,9347,9717,9944,10103,15185,8237
"Map4k4:1506","Map4k4","1506",30477.4757610719,4.94943908956723e-05,20.2240094367465,6.8882955832561e-06,0.00395020065507589,NA,NA,NA,25740,30005,28871,33691,39745,27445
"Map4k4:1519","Map4k4","1519",10208.170114124,0.000639483840525037,16.5041114230152,4.85446943722884e-05,0.0149965404873523,132.221734637428,139.208947146864,0.181369605599853,9347,9717,9944,10103,15185,8237
"Map4k4:1536","Map4k4","1536",30477.4757610719,4.94943908956723e-05,20.2240094367465,6.8882955832561e-06,0.00395020065507589,NA,NA,NA,25740,30005,28871,33691,39745,27445
"Map4k4:1549","Map4k4","1549",10208.170114124,0.000639483840525037,16.5041114230152,4.85446943722884e-05,0.0149965404873523,132.221734637428,139.208947146864,0.181369605599853,9347,9717,9944,10103,15185,8237
"Map4k4:1567","Map4k4","1567",30477.4757610719,4.94943908956723e-05,20.2240094367465,6.8882955832561e-06,0.00395020065507589,NA,NA,NA,25740,30005,28871,33691,39745,27445
"Map4k4:1580","Map4k4","1580",10208.170114124,0.000639483840525037,16.5041114230152,4.85446943722884e-05,0.0149965404873523,132.221734637428,139.208947146864,0.181369605599853,9347,9717,9944,10103,15185,8237
"Map4k4:1598","Map4k4","1598",30477.4757610719,4.94943908956723e-05,20.2240094367465,6.8882955832561e-06,0.00395020065507589,NA,NA,NA,25740,30005,28871,33691,39745,27445
"Gls:81","Gls","81",9573.80161331519,0.000524130291034684,23.5672425640283,1.20623628487528e-06,0.00105015646386303,135.328969594458,128.51987045312,-0.180087773177929,8026,10921,7376,10792,11703,9270
"Gls:96","Gls","96",9539.69215012152,0.000525814258762547,23.7419191381953,1.10156909390308e-06,0.000970305672460808,135.148005203671,128.307785015582,-0.181091674179806,8002,10890,7339,10747,11657,9244
"Kctd18:44","Kctd18","44",107.755022759354,0.00209468493208507,12.7632406323379,0.000353497930249105,0.0573396564199584,14.2364961179005,16.8714758912779,0.49146434106526,110,87,121,95,168,80
"Kctd18:50","Kctd18","50",107.422307289072,0.00210051504565031,12.8076446288064,0.000345205895210441,0.0563847769907377,14.2097340523,16.8498351987363,0.493190629038493,110,87,120,94,168,80
"Mpp4:23","Mpp4","23",2.6745461627286,0.194882273342218,11.5285276975129,0.000685362714180001,0.0827766693060291,0.00405699232408097,3.44269051293099,19.4580345632239,8,0,2,0,7,0
"Mpp4:45","Mpp4","45",2.6745461627286,0.194882273342218,11.5285276975129,0.000685362714180001,0.0827766693060291,0.00405699232408097,3.44269051293099,19.4580345632696,8,0,2,0,7,0
"Wdr12:3","Wdr12","3",978.395229090552,0.000264097126991083,11.952457130689,0.000545753601694271,0.0721304647248617,47.6273514619222,45.237183313089,-0.15255158718195,859,1027,836,1113,1207,900
"Wdr12:17","Wdr12","17",978.395229090552,0.000264097126991083,11.952457130689,0.000545753601694271,0.0721304647248617,47.6273514619222,45.237183313089,-0.15255158718195,859,1027,836,1113,1207,900
"Wdr12:31","Wdr12","31",978.395229090552,0.000264097126991083,11.952457130689,0.000545753601694271,0.0721304647248617,47.6273514619222,45.237183313089,-0.152551587181948,859,1027,836,1113,1207,900
"Wdr12:45","Wdr12","45",978.395229090552,0.000264097126991083,11.952457130689,0.000545753601694271,0.0721304647248617,47.6273514619222,45.237183313089,-0.15255158718195,859,1027,836,1113,1207,900
"Wdr12:59","Wdr12","59",978.395229090552,0.000264097126991083,11.952457130689,0.000545753601694271,0.0721304647248617,47.6273514619222,45.237183313089,-0.15255158718195,859,1027,836,1113,1207,900
"Wdr12:72","Wdr12","72",978.395229090552,0.000264097126991083,11.952457130689,0.000545753601694271,0.0721304647248617,47.6273514619222,45.237183313089,-0.15255158718195,859,1027,836,1113,1207,900
"Pikfyve:3","Pikfyve","3",276.621327259871,0.00120703216213189,12.1647732476178,0.000487005853164117,0.0680223205036483,23.4766840501421,26.2086399736195,0.320076554124559,310,242,294,251,364,220
"Pikfyve:30","Pikfyve","30",276.621327259871,0.00120703216213189,12.1647732476178,0.000487005853164117,0.0680223205036483,23.4766840501421,26.2086399736195,0.320076554124559,310,242,294,251,364,220
"Pikfyve:73","Pikfyve","73",276.621327259871,0.00120703216213189,12.1647732476178,0.000487005853164117,0.0680223205036483,23.4766840501421,26.2086399736195,0.320076554124559,310,242,294,251,364,220
"Pikfyve:115","Pikfyve","115",276.621327259871,0.00120703216213189,12.1647732476178,0.000487005853164117,0.0680223205036483,23.4766840501421,26.2086399736195,0.320076554124559,310,242,294,251,364,220
"Pikfyve:157","Pikfyve","157",276.621327259871,0.00120703216213189,12.1647732476178,0.000487005853164117,0.0680223205036483,23.4766840501421,26.2086399736195,0.320076554124559,310,242,294,251,364,220
"Pikfyve:200","Pikfyve","200",276.621327259871,0.00120703216213189,12.1647732476178,0.000487005853164117,0.0680223205036483,23.4766840501421,26.2086399736195,0.320076554124559,310,242,294,251,364,220
"Pikfyve:242","Pikfyve","242",276.621327259871,0.00120703216213189,12.1647732476178,0.000487005853164117,0.0680223205036483,23.4766840501421,26.2086399736195,0.320076554124559,310,242,294,251,364,220
"Pikfyve:283","Pikfyve","283",276.621327259871,0.00120703216213189,12.1647732476178,0.000487005853164117,0.0680223205036483,23.4766840501421,26.2086399736195,0.320076554124559,310,242,294,251,364,220
"Pikfyve:326","Pikfyve","326",276.621327259871,0.00120703216213189,12.1647732476178,0.000487005853164117,0.0680223205036483,23.4766840501421,26.2086399736195,0.320076554124559,310,242,294,251,364,220
"Pikfyve:369","Pikfyve","369",276.621327259871,0.00120703216213189,12.1647732476178,0.000487005853164117,0.0680223205036483,23.4766840501421,26.2086399736195,0.320076554124559,310,242,294,251,364,220
"Pikfyve:411","Pikfyve","411",276.621327259871,0.00120703216213189,12.1647732476178,0.000487005853164117,0.0680223205036483,23.4766840501421,26.2086399736195,0.320076554124559,310,242,294,251,364,220
"Pikfyve:452","Pikfyve","452",276.621327259871,0.00120703216213189,12.1647732476178,0.000487005853164117,0.0680223205036483,23.4766840501421,26.2086399736195,0.320076554124559,310,242,294,251,364,220
"Pikfyve:494","Pikfyve","494",276.621327259871,0.00120703216213189,12.1647732476178,0.000487005853164117,0.0680223205036483,23.4766840501421,26.2086399736195,0.320076554124559,310,242,294,251,364,220
"Lancl1:5","Lancl1","5",1846.54492047743,0.000635741646174356,12.8648725775287,0.000334807692721262,0.0553853596173887,60.7762039112465,64.5988203881014,0.184578185114942,2282,1635,2232,1694,1854,1396
"Lancl1:15","Lancl1","15",1846.54492047743,0.000635741646174356,12.8648725775287,0.000334807692721262,0.0553853596173887,60.7762039112465,64.5988203881013,0.184578185114944,2282,1635,2232,1694,1854,1396
"Lancl1:24","Lancl1","24",1846.54492047743,0.000635741646174356,12.8648725775287,0.000334807692721262,0.0553853596173887,60.7762039112465,64.5988203881014,0.184578185114944,2282,1635,2232,1694,1854,1396
"Lancl1:34","Lancl1","34",1846.54492047743,0.000635741646174356,12.8648725775287,0.000334807692721262,0.0553853596173887,60.7762039112465,64.5988203881014,0.184578185114944,2282,1635,2232,1694,1854,1396
"Arpc2:11","Arpc2","11",20017.4886849513,5.47188933000757e-05,12.3010153352829,0.000452711952907048,0.0660390994742583,177.452023929332,175.355731765453,-0.0467147430915862,17379,20627,18137,22022,25521,18024
"Arpc2:21","Arpc2","21",20017.4886849513,5.47188933000757e-05,12.3010153352829,0.000452711952907048,0.0660390994742583,177.452023929332,175.355731765453,-0.0467147430915862,17379,20627,18137,22022,25521,18024
"Arpc2:32","Arpc2","32",20017.4886849513,5.47188933000757e-05,12.3010153352829,0.000452711952907048,0.0660390994742583,177.452023929332,175.355731765453,-0.0467147430915862,17379,20627,18137,22022,25521,18024
"Usp37:15","Usp37","15",319.865517257266,0.00105255923181906,11.6130891665795,0.000654892867335476,0.0812813025762757,28.0759357856389,25.4200734381224,-0.289294445889414,304,368,267,360,349,285
"Usp37:41","Usp37","41",319.865517257266,0.00105255923181906,11.6130891665795,0.000654892867335476,0.0812813025762757,28.0759357856389,25.4200734381224,-0.289294445889416,304,368,267,360,349,285
"Usp37:67","Usp37","67",319.865517257266,0.00105255923181906,11.6130891665795,0.000654892867335476,0.0812813025762757,28.0759357856389,25.4200734381224,-0.289294445889414,304,368,267,360,349,285
"Usp37:92","Usp37","92",319.865517257266,0.00105255923181906,11.6130891665795,0.000654892867335476,0.0812813025762757,28.0759357856389,25.4200734381224,-0.289294445889414,304,368,267,360,349,285
"Usp37:117","Usp37","117",319.865517257266,0.00105255923181906,11.6130891665795,0.000654892867335476,0.0812813025762757,28.0759357856389,25.4200734381224,-0.289294445889416,304,368,267,360,349,285
"Usp37:143","Usp37","143",319.865517257266,0.00105255923181906,11.6130891665795,0.000654892867335476,0.0812813025762757,28.0759357856389,25.4200734381224,-0.289294445889414,304,368,267,360,349,285
"Usp37:169","Usp37","169",319.865517257266,0.00105255923181906,11.6130891665795,0.000654892867335476,0.0812813025762757,28.0759357856389,25.4200734381224,-0.289294445889414,304,368,267,360,349,285
"Usp37:194","Usp37","194",319.865517257266,0.00105255923181906,11.6130891665795,0.000654892867335476,0.0812813025762757,28.0759357856389,25.4200734381224,-0.289294445889416,304,368,267,360,349,285
