"","baseMean","log2FoldChange","lfcSE","pvalue","padj","1_C1P_S1","10_S2_Diff_S10","11_F8P_Diff_S11","12_S3_Diff_S12","2_S1_S2","3_F6_S3","4_S2_S4","5_F8P_S5","6_S3_S6","7_C1P_Diff_S7","8_S1_Diff_S8","9_F6_Diff_S9"
"Tnip1",11465.5831835811,0.482649319108814,0.145339838357054,2.09585887536698e-05,0.0017792738768247,9948,9980,14445,16774,6148,9686,8073,13949,6398,21324,12888,13489
"Gm12238",163.52162512086,-0.823408750379664,0.448199487572224,0.000364426409818409,0.0153351543255516,163,123,45,233,314,103,274,106,214,69,188,117
"Kcnj12",5802.57134755654,0.512616522824202,0.278488534615853,0.00061034083878274,0.0224530474533952,6741,4281,5577,6823,3909,7117,3841,5391,3094,10402,7296,7149
"Pirt",7377.94932725274,0.591846648232812,0.290072921647599,0.000318166030302434,0.0140160157340583,8756,4533,10267,7362,4250,8738,5062,8521,4500,9114,4577,14560
"Gm12299",1100.05414999652,-0.77108545507977,0.21102983944982,2.40309424947643e-06,0.000312984368430256,652,1075,1070,1915,1357,573,1188,966,1093,929,1603,1000
"9130213A22Rik",66.2525231278061,-1.2891484469951,0.462742591127193,3.89121131241071e-05,0.00278480580238704,18,87,32,126,119,41,77,27,56,31,138,47
"Hes7",431.362616105378,-0.816627218929678,0.244308041628659,8.1476752969423e-06,0.000841618735475779,195,453,215,776,553,285,555,385,405,391,747,325
"Dnah2",84.3142565371821,0.810010415220653,0.458165380675363,0.000423922180616792,0.01700018576152,55,71,150,104,43,94,31,87,22,126,115,147
"Cxcl16",567.533593538166,0.578712777359043,0.375887482811893,0.000947819019402156,0.0308136697951067,582,271,817,483,351,753,442,1107,372,534,262,987
"6330403K07Rik",169.443509779989,1.24159161560477,0.466025419715654,5.14728531952689e-05,0.00348172341500514,192,88,148,104,54,394,106,246,98,294,51,300
"Atp2a3",3917.8989303952,0.400784474813274,0.184902466787517,0.000593089196676914,0.0220529049424677,2851,3807,5344,6202,1599,2709,2012,2644,1629,8490,4469,7440
"Serpinf1",585.642125950027,1.44983608661867,0.496789638812977,2.37316316321651e-05,0.00195148464194067,253,313,792,572,180,1003,151,663,154,751,397,2061
"Slc43a2",1561.70548018058,0.841213273659528,0.176691970018488,2.79470875747473e-08,7.71082209677469e-06,959,1560,3020,2486,524,739,528,1291,414,3258,1731,3162
"Myo18a",16398.1976158164,0.609063740189347,0.123113025875369,4.85273860901898e-09,1.81709064093784e-06,15356,11841,18805,20127,9944,18052,11565,20633,9964,28989,14731,23572
"Pipox",77.5345088698418,1.05686388961112,0.517786601892959,0.000191179173233532,0.00958922480288783,79,27,158,62,22,70,52,179,31,127,26,141
"Gm29932",6.27022955399589,0.621000952024033,1.23889396286617,0.000738779542187926,0.0257783296360171,8,2,20,2,0,6,0,5,0,10,10,14
"LOC115487798",112.334781551196,-0.648733031037905,0.502480542803675,0.00136314311060446,0.0402021770552248,65,65,34,272,171,74,134,69,137,92,223,56
"Snord3b3",138.432372594373,-0.648308527605247,0.510792021925236,0.00142026039624224,0.0410778486190394,74,84,35,329,221,93,174,87,153,114,289,64
"Snord3b4",143.245219704026,-0.646232580258083,0.506751306718054,0.00141065090585754,0.0409941242390537,80,85,36,347,237,103,170,87,172,107,282,65
"Snord3b2",116.634122522239,-0.765803156796118,0.534495585995087,0.000847370635521641,0.0282488312500052,64,62,32,282,207,79,134,69,147,80,234,50
"Mycbpap",311.120541393594,0.423008695516555,0.280347799169277,0.00162995381435947,0.0443449909643479,259,233,587,417,155,202,187,408,142,534,319,441
"Gm11592",27.3348988943259,-0.950876155491328,0.574947442368805,0.000424011500466163,0.01700018576152,16,26,13,55,45,8,41,21,31,20,34,24
"Arl5c",252.627434631498,-0.523339440299276,0.336866513444026,0.00105031736792839,0.032930188924394,77,341,191,525,183,140,212,117,162,414,450,336
"Rara",11820.5890051143,-0.444615541048685,0.170141924688816,0.000182742500148962,0.00926698352881274,7177,10164,10551,16058,14213,9009,14405,13694,11761,11826,13332,11882
"Gjd3",230.051619736549,-1.01390206571055,0.252786476808007,1.4902120323277e-06,0.00021851927346769,128,186,156,354,318,152,281,134,243,350,276,245
"LOC115487886",261.375294346007,-1.51170927962802,0.228927580623439,4.40834134978121e-12,3.85160457348176e-09,127,308,74,434,495,178,448,132,319,113,375,110
"Jup",3066.97511625468,0.76305742034761,0.455449112511488,0.000538659446506854,0.020462228140946,3906,1958,3509,3636,885,2269,1772,3345,1335,10508,1974,4093
"Kcnh4",1398.55068296982,-0.396695353242343,0.109782904677659,2.26852112810804e-05,0.00189242740188711,1313,987,926,1764,1891,1286,1998,1651,1538,1338,1303,943
"Asb16",1842.00319149945,-0.378826248603372,0.145804132411307,0.0003205548970591,0.0140621666034148,1434,1392,1371,2547,2305,1548,2338,2139,1936,2091,2064,1317
"Bloodlinc",55.7093266556945,-1.30573832961452,0.473971130304606,4.02193127809248e-05,0.00284918503278112,11,69,99,112,36,20,58,11,33,85,94,62
"Gm42092",66.3484317441481,-0.795552991328764,0.440958340174156,0.000400941504662797,0.0163566972981988,62,54,30,71,128,40,124,49,66,54,77,39
"Gm35469",5.50778990123534,-0.804328413946269,1.40649675921021,0.000447510100375645,0.0178399986592717,1,4,6,10,17,0,6,0,10,2,7,2
"Kcnh6",455.543767110513,1.01398759647288,0.573298204069965,0.000317474578218639,0.0140149988014034,848,178,252,262,166,988,310,389,260,886,167,844
"Map3k3",38064.2001384375,-0.274480015091517,0.134157730003042,0.00171899667642343,0.0460418657032738,25128,39820,31152,68006,36198,26540,36650,33781,28833,49721,59387,34754
"Axin2",1150.4473132956,0.441141906759859,0.23954730206778,0.000826751180775401,0.0279615250156119,1456,730,893,1145,883,1840,1109,1582,907,1296,740,1390
"Rab37",264.762703420601,-0.565962060456544,0.24822150134848,0.000199287618816631,0.00980953539663367,159,249,202,387,286,183,293,188,249,344,442,258
"Cdr2l",36052.8462476208,0.260616876903842,0.101461018896352,0.000738841914790705,0.0257783296360171,24029,40456,45681,63959,18835,21875,21104,31320,17313,60186,51151,54131
"Myo15b",69.2659303205037,0.988629284666466,0.747881426620009,0.000570183493192113,0.0213885110353227,125,50,41,82,12,83,28,72,28,214,20,120
"Recql5",4326.3746673376,0.287679356823798,0.136606084941487,0.00144374240829297,0.0413576974856492,3774,3457,5416,5695,3241,4204,3563,5692,2821,6300,4515,4731
"Itgb4",235.791634038595,1.33811450299705,0.224158353809384,3.27959294309424e-10,1.94717997982279e-07,256,138,368,201,99,222,114,417,89,592,152,325
"Mir6516",160.312853900576,-0.66326095561018,0.344508953718896,0.000360489970184862,0.0152298131222248,106,110,118,241,252,93,206,166,175,126,258,102
"Cep295nl",178.536332806045,0.595236493658228,0.448487315680485,0.00141345566430616,0.0409941242390537,189,83,207,119,154,222,145,570,115,166,113,126
"Sgsh",3360.71433632586,-0.473253433401359,0.190756581594039,0.000198091086679335,0.0097980029036695,2006,3013,2291,4691,4122,3139,4425,3271,3413,3754,4062,2713
"A430102A20Rik",88.023905449961,-0.758012308851034,0.409934560967219,0.000380409479054271,0.0157956561708693,45,106,43,144,107,58,97,47,92,60,201,62
"Gm33483",375.037903980653,-0.629280371756512,0.205560668235919,1.96846008322197e-05,0.00169166555266727,357,242,232,409,617,289,516,412,506,331,266,323
"Gm34489",20.45149487278,0.756400766965605,0.618672593297634,0.00119741367943581,0.0367084319358033,24,10,30,20,8,30,10,40,12,34,10,26
"Mycn",6027.4720204936,0.681317094792569,0.19195502326608,3.17068661565708e-06,0.000393409039311913,9328,3332,4876,5343,4325,8776,6008,9062,4517,7280,3584,6882
"Nbas",13568.3059394105,-0.297014456940918,0.123398462637739,0.000820256346107999,0.0279391320328752,10288,11942,12655,21847,14565,9965,13738,13561,12006,17107,16996,12055
"Gm22748",75.8153667633766,-0.698340240914882,0.465641023588639,0.000835915249949743,0.0281147078371931,52,93,56,96,109,37,102,59,89,49,73,88
"Hdac9",2546.0582518687,1.8195347381269,0.268247393299422,4.11745467164803e-13,5.07875923586986e-10,6357,320,2122,513,1535,4906,1718,9107,1477,1153,371,1281
"Gm22973",35.9559281549996,-1.22122580789227,0.864654186693085,0.000270309021924579,0.0123488232695784,9,35,7,40,67,18,45,4,45,31,116,13
"Gm32219",1443.36485267733,0.675074323489627,0.151870915778983,5.80598681501243e-08,1.46681611474693e-05,1351,930,1860,1520,913,1812,1086,2050,877,2168,1164,2075
"Sptb",1192.52705354605,-0.853540196406131,0.133024786601756,3.30371561144743e-12,3.0119831589757e-09,363,1691,1413,2984,755,411,789,550,697,1564,2195,1483
"Gm30706",276.006211822203,1.31709304388879,0.26316211476093,5.02741039571359e-08,1.2901735805227e-05,360,80,417,165,156,445,165,587,147,275,112,474
"LOC118567976",92.8572708292332,-1.22493874407036,0.384398089671833,1.85416379424571e-05,0.00161999835839743,37,114,48,176,103,37,84,30,83,108,246,74
"Irf2bpl",17482.1653379425,1.09927914687042,0.100714638150363,2.53975163160816e-28,1.33140129907979e-24,16568,12770,27887,19133,7514,16701,8568,21266,7144,32784,15712,31611
"Gm32934",119.814569367809,-1.23737588579753,0.33890138598478,6.045129922006e-06,0.000663666645730596,73,100,70,231,201,60,147,50,120,90,246,73
"Ston2",325.828374047692,0.700981789344015,0.238532466908391,2.64659858110787e-05,0.00211013405502855,488,143,400,306,213,369,318,552,202,439,188,392
"Calm1",54107.1242269734,-0.372072576262175,0.126593107170667,0.000170179099925041,0.00878937326681818,40640,48792,42977,87846,60319,40193,58942,50642,47760,63230,78238,44147
"Gm10432",133.049892017989,0.492035169367985,0.357696663687936,0.00163378694054291,0.0443449909643479,160,78,150,124,82,172,78,140,83,223,161,184
"Gm51958",33.9302693742075,-0.805799965631111,0.914039851498294,0.000999041509494424,0.0320319593464657,1,38,16,48,104,8,22,18,19,10,116,8
"Syne3",1008.47894768931,0.548271833098796,0.203249810388068,7.71772096852599e-05,0.00490402699966732,1738,373,585,696,999,1837,1127,1655,919,994,431,774
"Meg3",79.7686164151811,1.91451952648813,0.338469229513052,2.90086156545174e-10,1.78906371076346e-07,131,39,77,43,16,152,41,175,38,120,32,117
"Rian",1269.75878970867,0.619322960661751,0.195661118378901,1.43248416919454e-05,0.00133501157972623,1611,691,1725,1125,954,1481,983,1936,850,1576,722,1869
"Kif26a",40479.7561179352,-0.57826358188894,0.155556528019805,2.15881115739901e-06,0.000292052330061289,22875,49313,29493,74496,39610,26902,40657,26451,32707,48823,66057,39282
"D430020J02Rik",632.877224490363,-0.432149687015487,0.152015109652538,0.000122120808721624,0.00691916314396725,528,481,564,843,790,520,839,663,676,555,700,505
"H2bc22",126.582438018921,-1.17839036599713,0.492383057039427,8.95714892929885e-05,0.00548797709102686,60,109,42,229,195,68,144,53,162,139,297,47
"H4c18",80.4167448652875,-0.867532446334349,0.559171504441602,0.000578877527684609,0.0216372243814948,36,81,30,114,103,27,117,59,77,115,178,52
"H4c9",169.965231509637,-0.66252118665982,0.52756823443009,0.0014124673172789,0.0409941242390537,145,141,63,271,296,112,240,52,182,151,290,108
"Gm33387",5.62597767795513,-0.483153787990106,1.06258964549045,0.00129798867310461,0.0385960365459944,0,8,15,6,8,0,4,0,2,15,5,6
"Agtr1a",150.526082752366,0.84367822830809,0.337118855834983,8.61347090591542e-05,0.00535952140730387,215,110,122,270,98,175,104,193,63,206,133,187
"Gm25394",155.688533270153,-1.15871442616166,0.46487988639966,7.70407062082614e-05,0.00490402699966732,80,155,31,231,262,101,243,83,199,74,272,132
"2010203P06Rik",12.7778646356441,-2.39100770541435,1.41178193628304,2.20606043427416e-05,0.00186527746960867,2,11,4,41,21,0,15,2,23,7,18,14
"Tgfbi",339.459911267001,-7.04057729084401,0.563170987063269,8.82930831222894e-38,9.25708829995643e-34,4,438,8,657,847,0,510,8,484,16,1058,2
"Gm40964",9.99340041471156,-0.871879768730615,0.92706076367145,0.000816078387881927,0.0278702731522738,5,6,14,12,20,2,20,2,12,5,12,9
"Aopep",11079.7374017893,-0.537515849229373,0.139189253318172,1.64550821216312e-06,0.000237006388783678,10754,7872,5497,12608,16128,10009,17035,12344,14001,9450,11077,6328
"Nlrp4f",1630.28466040361,1.11059924825418,0.237953404493284,1.66013793643931e-07,3.48114323891959e-05,2089,896,1863,1630,859,2342,940,1595,695,3093,1105,3071
"Lrrc14b",70.8146938833033,1.43645129834133,0.318309443781679,3.59946274447539e-07,6.57194066129866e-05,96,18,82,52,35,142,44,151,37,72,38,103
"F2r",36258.0710924138,0.832987533438818,0.249376129194944,8.49545684831521e-06,0.00086476327501127,47301,16496,38941,28248,22364,59685,33299,67100,27269,37904,15020,48138
"Arhgef28",2519.81158018355,0.605204522182677,0.42472623562322,0.0011387451448536,0.0351152160918163,2501,1638,2156,2692,1215,4674,1775,2230,1437,4728,1826,4184
"Gm52051",20.8453223193429,-1.07692935924715,0.833768390152135,0.000438523334085008,0.0175150396046258,2,16,8,48,34,11,20,6,29,32,36,17
"Mccc2",7174.98057482113,-0.64335015043523,0.234233697946332,4.95482140670032e-05,0.00336238349764075,5885,6474,4012,10860,9712,4813,9530,6235,7954,7585,10289,3782
"Serf1",9496.09562956388,-0.710556690835337,0.108736171999139,3.31865093666945e-13,4.34929946818885e-10,7059,9186,6571,13980,11765,6448,12756,8976,10158,9046,12426,6784
"Gm41067",151.76186613682,0.665805009975723,0.459211537974084,0.000972640704033798,0.0314257363988979,146,91,291,179,52,118,82,171,53,180,118,401
"Cspg4b",380.59222083906,0.697051661414851,0.244874660214478,3.49066522510533e-05,0.00260483128488376,293,380,578,624,162,263,166,401,160,562,419,736
"Isl1",3786.0733769434,0.664637776182288,0.172900244441424,9.43652121153429e-07,0.000147667472600494,6080,1890,2739,3190,2868,5816,3898,6785,3516,3887,2024,3154
"Acox2",59.3753203520308,0.833300268464312,1.00226744970333,0.00082209187201507,0.0279391320328752,8,38,77,48,2,62,6,8,2,106,32,359
"Gm32379",169.06917645938,-0.537150956210862,0.406720523711931,0.00162307204942596,0.0443449909643479,55,212,239,366,155,62,157,134,127,154,246,177
"Gm41113",241.126693350789,-0.90634100792325,0.447882888404974,0.0002333465427934,0.0110452452727648,126,267,119,394,359,155,321,106,198,131,499,238
"Zcchc24",619.748161056397,1.54376500643849,0.445842401446147,6.75401457560513e-06,0.000718908282415553,394,303,1574,435,247,499,189,1828,184,823,419,889
"Cacna2d3",5.42298268181739,0.41167249074121,1.01718605851426,0.00146927664325698,0.041633911356201,9,10,2,4,0,8,0,4,0,25,2,4
"Snord19",371.161023433035,-1.26771670432216,0.300383724904413,1.10669571769998e-06,0.000166879156045826,196,324,196,507,749,240,525,299,533,125,442,273
"Sema3g",1183.88595180146,-0.735043279944384,0.139196852310543,8.94168694503058e-10,4.46424365596062e-07,661,1384,1075,2398,1032,671,1259,707,981,1470,1685,1271
"Gprin2",50.0528667029152,0.818887184261128,0.907626429867332,0.000971377297902311,0.0314257363988979,46,24,20,42,4,34,3,14,8,298,36,139
"Gm2832",30.4973956808616,1.36251258949273,0.606102240809269,8.09756932662951e-05,0.0050837703955118,24,25,32,42,10,48,12,54,8,50,16,62
"Gm7152",370.295525130713,1.37764613916718,0.598086738246869,7.25526024106876e-05,0.00468109390753756,588,149,325,306,63,686,185,402,165,817,59,854
"Gm32857",958.019259306909,0.744134070202857,0.216451971097829,5.10079917435116e-06,0.000584578092402553,905,617,1439,1187,479,1000,689,1416,520,1839,655,1222
"Gm5930",1016.00891993959,1.10910207026139,0.497978412925585,0.000130084159736077,0.00725461368485587,1234,463,2170,746,251,1044,680,2514,571,1379,308,1227
"LOC115488342",274.137617743094,-0.6879505810936,0.39921627988032,0.000537660685449783,0.020462228140946,172,272,253,556,365,115,334,255,297,178,421,127
"Tmem253",138.921806174111,-1.04369028712288,0.316608531745184,1.37566794515535e-05,0.00128778487240904,92,120,56,256,207,87,190,77,160,72,286,80
"Snord8",41.4260070264452,-0.628622323954174,0.473269211138702,0.00132099601678999,0.039179583417354,26,48,14,48,55,27,73,37,53,23,69,20
"Rec8",5495.37516069993,0.458876835975547,0.325526232728526,0.0016977659388993,0.0456416076574094,2612,4864,8205,8739,2373,5815,2342,4045,2006,9376,7468,10869
"Nfatc4",1359.72464622001,1.24655550546713,0.369346202849423,1.19907632200767e-05,0.00115868347447828,810,799,2135,1185,569,2553,761,2340,552,1558,943,2541
"Gm38641",251.351121871489,-0.932282108958332,0.268401743798813,6.9734842444977e-06,0.000734809000617448,137,235,187,370,390,201,320,164,268,181,358,215
"Spata13",343.308565635474,2.07357331960025,0.32747924128128,1.96329634047784e-12,2.05841804817399e-09,349,138,629,242,94,498,138,1023,108,487,112,488
"Scara5",224.601679358558,0.950180650603059,0.262106266897413,4.51856373818709e-06,0.000535309395627373,199,118,262,198,130,295,121,303,100,432,190,453
"Gulo",69.7757799286941,-1.10721609264933,0.519419357249512,0.000153222381087454,0.0081134346187445,17,106,59,196,48,28,54,8,45,106,152,55
"Stmn4",1676.36639235067,0.50673220556584,0.261139860216589,0.000510372185736302,0.0197453770529604,1293,1578,2885,2644,832,1155,979,2179,728,2244,2073,2254
"Gm5464",79.3102366741629,-0.657461142374332,0.528627704357012,0.00145830278985262,0.0416042873475097,51,53,62,107,165,52,106,53,78,42,77,108
"Gm31748",20.277008997904,2.07821630741536,0.792006067468227,8.58647832165343e-06,0.000869806105926332,18,13,39,23,2,22,2,26,4,52,25,31
"LOC118568126",167.813605646584,-0.452567276096432,0.310401514592715,0.00158527311858536,0.0438672620492802,130,118,106,180,305,130,209,204,205,113,164,149
"Gm36845",38.4243374935567,-1.54365638133898,0.412419598778375,3.45663305977578e-06,0.00042636552135552,14,43,27,55,58,13,58,28,64,22,38,37
"LOC115488529",120.469122554839,-1.28143431922254,0.237163620733958,7.41851906189172e-09,2.59264877014679e-06,59,136,54,202,194,58,170,87,125,98,204,73
"LOC118568175",26.5647930124554,-0.710001547955497,0.615205549119424,0.00147323965025996,0.041633911356201,7,25,47,33,32,12,35,18,28,29,28,27
"LOC118568176",26.1498310997963,0.788669590433954,0.740473705871697,0.0012207537947105,0.0370985309004123,18,25,33,53,6,18,5,16,2,54,32,72
"Fam83a",103.608246807701,0.655086295883492,0.582556024760723,0.00177351356566613,0.046819430709707,73,60,127,128,17,137,45,53,34,276,109,253
"Gm22488",27.6161968689676,-1.72338043299188,0.488649225359894,3.76161971894798e-06,0.000453657855821457,8,31,6,48,62,10,39,16,38,10,45,17
"Adgrb1",2598.86533114548,-0.521383096635548,0.177419627867859,4.69234075890885e-05,0.00321548017560652,1458,2645,1981,4435,2944,1971,3317,2828,2633,2524,3184,1838
"Sstr3",405.772146009402,1.36402372231497,0.292907854157716,2.19191728608136e-07,4.46236054095534e-05,216,416,1009,618,34,126,74,190,64,1050,385,955
"Pdgfb",242.079072570169,1.09195422138775,0.2265440086724,8.25427101750143e-08,1.96686146552258e-05,169,223,370,291,74,186,110,315,85,516,237,466
"Grap2",292.959416657325,1.083035340523,0.666627802058599,0.000334713422301021,0.0145012515541945,1039,79,166,189,116,340,201,350,162,662,78,193
"Mchr1",148.616568454513,-0.661991527648722,0.5022017826712,0.00126281120862798,0.0378284117624572,127,66,27,81,339,176,298,135,301,95,57,24
"Mpped1",14.5993660533887,1.0625206880933,1.82105585080234,0.000144732983706852,0.00783523337602445,0,14,62,2,0,8,0,62,0,8,5,20
"Lncppara",955.438745932657,-0.793813740760192,0.440739355250561,0.000404165457064276,0.0164345622443389,708,893,341,1398,1434,756,1379,392,1160,1007,1294,740
"Adm2",3824.84247604926,-0.432433196359429,0.285660431486347,0.00155044274800028,0.0434642165545695,1141,5331,3250,8690,1881,1293,2192,1220,1578,8532,8255,5162
"Gm38469",65.5463899098168,-1.1111319128587,0.419015301686545,5.94593813372593e-05,0.00390847575943884,53,53,28,106,112,30,98,33,78,40,119,40
"Gm41408",241.367803406584,-0.854252982642744,0.256310162199257,9.09821404926582e-06,0.000917213703841611,170,218,120,307,397,156,306,213,275,237,321,193
"Fam186b",64.2669800019746,0.870337583323248,0.592393790210398,0.000655128493282036,0.0236443879098641,46,82,98,115,13,21,13,28,6,183,81,133
"Soat2",1944.38555312866,0.35342815573592,0.172119114672371,0.00100564164240694,0.0321613080341797,1255,1828,3739,3126,733,1044,859,1311,777,3963,2123,3619
"Vasn",1310.63844578514,0.60866376315723,0.310470255351494,0.000365662509551043,0.0153351543255516,1483,690,1255,982,826,1744,1400,3223,997,1741,853,980
"AU021092",11.6043612389886,1.52729956044286,2.04904294937297,8.09409780661848e-05,0.0050837703955118,6,4,46,2,0,2,0,46,0,37,4,4
"Usp7",40991.925447503,0.316255215234722,0.114413781817936,0.000377642763292723,0.0157118871100895,49894,24593,38746,39447,38893,48442,41506,65116,34840,45707,27395,44593
"1810013L24Rik",6873.56871558028,0.352878014550554,0.177080553190089,0.00111292074340157,0.0344709528336597,7834,4355,8326,7320,5575,7799,6026,9912,5028,7618,4989,9172
"Efcab1",9.6705981187241,1.29427924663767,1.99726293257398,9.35535043731449e-05,0.00566972090520368,34,9,2,0,0,19,0,12,0,21,0,19
"Pkp2",2475.09629790397,0.650339783231969,0.36395357968366,0.000495538479801241,0.0193140267341119,3720,1609,2710,2820,1273,1946,1840,4024,1500,5356,1773,2363
"Ypel1",600.637983614743,1.47292641606456,0.253108302814149,6.25231016912561e-10,3.36165876759987e-07,380,409,891,792,174,795,208,541,152,1339,634,1259
"Map3k13",1503.37717674661,0.629319341693346,0.305854643956248,0.000283523701575503,0.0127063840479054,1978,1046,1439,1610,858,2085,1263,2233,1101,1775,791,2175
"Liph",153.242019963043,0.815947535511614,0.442047594021919,0.000360971773653761,0.0152298131222248,148,117,168,242,34,118,81,158,60,435,172,226
"St6gal1",12569.838057778,-0.406356124319572,0.2239841087591,0.00104895648727224,0.032930188924394,5418,15463,11494,28248,8369,5725,8166,5091,6801,19218,24524,18957
"Masp1",108.670684191848,2.02761591916987,0.428896055101793,1.85223226223524e-08,5.42612439549714e-06,166,52,147,106,20,82,24,205,34,368,42,152
"Gm32998",165.918942180225,-1.342542633607,0.218815650269549,1.21789628814065e-10,8.80623009173149e-08,75,208,106,289,207,65,187,93,182,133,331,133
"Meltf",808.263753282239,0.431518745426451,0.281371822067128,0.00150215188800254,0.0422800307913092,365,934,1673,1754,282,481,295,567,219,1319,1191,1076
"1700007L15Rik",623.052507113888,-1.07280136422588,0.321976184704548,1.2879397848467e-05,0.00121261783390142,372,632,304,1081,908,349,741,256,562,698,1226,481
"Adcy5",118.041886868394,-4.81942974128694,0.392810338415993,1.04476896540334e-35,7.30258681184756e-32,8,162,8,315,244,4,222,10,160,4,282,4
"Gm25617",21.8483683496671,-1.49384139336093,0.863055136547091,0.000104247818208016,0.00619255665723478,11,19,11,27,67,2,37,10,22,12,39,3
"LOC118568243",1312.75033807695,0.409224364806695,0.158726128680375,0.000259939662185542,0.0120058915779045,1462,895,1557,1457,895,1223,1088,1813,884,1896,1005,2004
"Robo2",381.303928540266,0.908573573359391,0.618785267573021,0.000605330793419127,0.0223270417483832,407,162,777,243,179,320,203,1344,214,277,122,491
"App",89745.5805387428,0.443662207276827,0.130241692892013,2.45921737328444e-05,0.00199873368606207,89264,62120,91875,99019,67264,113666,76743,119067,62648,126860,74460,119217
"Cyyr1",100.584895553876,2.13215728669851,0.56258069672103,4.58973565038138e-07,8.08757704645774e-05,213,11,44,16,18,372,49,173,47,73,9,172
"Ripply3",849.321414204644,0.592955881867713,0.367332171581577,0.000788825303258067,0.0270275780784614,776,411,576,801,618,1881,792,1403,592,1133,593,834
"Sh3bgr",231.353611039731,0.631033753703117,0.319111668515643,0.000337842751153453,0.0145874522124271,271,114,314,192,138,242,164,452,171,441,152,223
"Mx1",230.635160429353,0.683532003924737,0.561663445701425,0.00143945024815603,0.0412911521936852,123,172,253,307,31,195,64,117,66,586,170,854
"Sytl3",199.715840343343,-0.472679558867567,0.333494828036701,0.00159735924393036,0.0440129890995811,146,158,102,276,259,139,273,183,227,238,318,116
"Ezr",23659.5690894584,-0.580675454575267,0.183603067500057,1.6755003865245e-05,0.00149085320392629,15064,21158,17469,36749,28891,15642,29497,25293,24068,25375,34533,15712
"Gm3417",1806.05442400492,-0.395190697034412,0.18432153086465,0.000642451665279409,0.0233476065324852,1479,1573,1795,2594,2072,1122,2055,1476,1451,2121,2407,1936
"Cacna1h",1496.08955615238,-1.49916060424246,0.371261493184462,1.65019470467915e-06,0.000237006388783678,742,1500,394,2211,2448,964,2435,515,2299,1091,1708,1527
"Gm33801",303.491109896159,-1.25733838846724,0.221673078437417,1.80544394029753e-09,7.88715708002063e-07,82,412,448,675,157,54,206,101,187,434,604,421
"Arhgdig",4190.81631048427,-0.612706181587274,0.294472057674377,0.000277852101077873,0.0125566394558231,2092,4764,2643,7143,4446,2408,4493,3188,3644,5499,8676,2541
"Fam234a",6629.74855999366,-0.537355649080031,0.225671077486637,0.000175723993255558,0.00900918438771589,3620,7258,5635,11736,7097,3695,7211,6208,5734,8183,10881,4331
"Itpr3",565.464266568804,-1.48396057809953,0.458790240220111,1.22786732891833e-05,0.00117655137975254,125,746,444,1294,694,106,794,495,759,230,959,225
"Scube3",2124.50019789485,0.980231486777803,0.44659497452079,0.0001575604527819,0.00830121893061221,1555,1178,3837,1875,1166,2731,1288,5612,1068,1914,1405,2680
"Slc37a1",3348.02037168527,-0.392697605005,0.108320726360152,2.2918725159602e-05,0.00189242740188711,2098,3425,3053,5410,3266,2440,3576,3258,2977,4139,4330,3100
"Wiz",13838.0986851416,-0.307219615935512,0.118579750977415,0.000554926115323124,0.0209284994823932,11245,12525,10309,20561,15175,11150,16627,15726,13732,15154,16569,10117
"Cyp4f16",5373.78372892166,-0.333768840403383,0.143111648575903,0.000730587312136387,0.0257041700472951,3243,5460,4381,9648,5003,3759,5213,4580,4254,7398,8371,5155
"Gm17115",63.4249704523062,-1.06139283308442,0.463197144622894,0.000122419263026937,0.00691916314396725,23,48,88,98,55,31,80,26,63,69,120,76
"Zfp472",1591.2971802437,-0.401043607528429,0.110356857770362,2.01625439254457e-05,0.00171865196574256,1461,1116,1172,1877,2153,1495,2310,1980,1836,1296,1354,1136
"Adamts10",844.018238424445,-0.607751703866841,0.165766650959589,2.28326516534193e-06,0.000303023969949715,654,743,550,1128,1018,634,1113,740,925,991,947,807
"Myo1f",115.398419940742,-1.0343318579116,0.464486764539498,0.000141462800501859,0.0077496783932873,24,153,71,306,90,50,111,31,59,116,369,65
"Angptl4",1696.06987277154,1.46299434116785,0.43747943989308,1.01611530884859e-05,0.00101461532910696,1064,1305,4471,1924,495,846,480,3617,391,3365,1836,1643
"Tapbp",8873.74014785119,-0.491751003660017,0.158870684717118,3.78113336724818e-05,0.00274348046982101,5444,9342,6835,15272,9204,5929,10147,8310,8032,10945,13177,6375
"H2-K2",2708.51034231574,-0.337959754896065,0.178579489549916,0.00144809995871612,0.0414259318339949,1639,3024,2238,5178,2347,1534,2614,2177,1982,3953,4610,2312
"Ring1",2951.65096404244,-0.326635859353835,0.165759210427665,0.00138805277273236,0.0406509477533866,1740,3171,2569,5300,2601,1846,2591,2245,2230,4432,5000,2830
"Mir219c",16.6710761234157,-0.921425420138558,0.916984251693101,0.000713200445412961,0.0251769362623979,4,27,3,30,44,4,15,5,11,16,25,17
"H2-Ke6",4043.61477024925,-0.622499396730251,0.224021250319639,4.72648228059504e-05,0.0032283259590162,2026,4276,2540,7325,4375,3055,4716,2821,3444,4288,7416,3344
"Slc39a7",40279.2187432511,-0.389222416340922,0.182587179421607,0.000684252582521728,0.0244430875688213,27887,39160,29690,67210,42238,28250,45798,35925,35935,54022,59762,29625
"Brd2",57110.695162363,-0.376253777593612,0.103087486232727,2.56796733880479e-05,0.00205525599722892,39483,54359,46176,90447,60865,43850,62887,57115,51079,67845,77263,48815
